1,1,0.070216,33
1,2,0.070719,394
1,3,0.071222,3313
1,4,0.071725,13531
1,5,0.072227,20693
1,6,0.072730,23569
1,7,0.073233,32774
1,8,0.073736,83431
1,9,0.074238,159515
1,10,0.074741,220906
1,11,0.075244,244061
1,12,0.075747,332612
1,13,0.076249,439912
1,14,0.076752,549419
1,15,0.077255,562462
1,16,0.077758,538731
1,17,0.078260,493047
1,18,0.078763,457240
1,19,0.079266,516387
1,20,0.079769,605028
1,21,0.080271,749971
1,22,0.080774,931773
1,23,0.081277,1310350
1,24,0.081780,1639697
1,25,0.082283,2171753
1,26,0.082785,2537386
1,27,0.083288,2978581
1,28,0.083791,3002356
1,29,0.084294,3017880
1,30,0.084796,2731324
1,31,0.085299,2547987
1,32,0.085802,1989985
1,33,0.086305,1684538
1,34,0.086807,1482729
1,35,0.087310,1290223
1,36,0.087813,1110816
1,37,0.088316,826465
1,38,0.088818,630238
1,39,0.089321,442295
1,40,0.089824,326517
1,41,0.090327,238648
1,42,0.090830,208064
1,43,0.091332,177073
1,44,0.091835,166027
1,45,0.092338,146666
1,46,0.092841,138581
1,47,0.093343,118334
1,48,0.093846,109016
1,49,0.094349,93332
1,50,0.094852,86038
1,51,0.095354,76457
1,52,0.095857,64931
1,53,0.096360,60010
1,54,0.096863,51916
1,55,0.097365,48100
1,56,0.097868,41469
1,57,0.098371,38732
1,58,0.098874,33916
1,59,0.099377,32009
1,60,0.099879,27783
1,61,0.100382,25983
1,62,0.100885,22376
1,63,0.101388,20874
1,64,0.101890,18198
1,65,0.102393,17135
1,66,0.102896,14893
1,67,0.103399,13828
1,68,0.103901,12500
1,69,0.104404,10954
1,70,0.104907,10427
1,71,0.105410,9161
1,72,0.105912,8922
1,73,0.106415,7854
1,74,0.106918,7660
1,75,0.107421,6904
1,76,0.107924,6661
1,77,0.108426,6156
1,78,0.108929,5908
1,79,0.109432,5491
1,80,0.109935,5448
1,81,0.110437,5067
1,82,0.110940,5058
1,83,0.111443,4635
1,84,0.111946,4596
1,85,0.112448,4405
1,86,0.112951,4206
1,87,0.113454,4135
1,88,0.113957,3698
1,89,0.114459,3874
1,90,0.114962,3589
1,91,0.115465,3571
1,92,0.115968,3499
1,93,0.116471,3525
1,94,0.116973,3313
1,95,0.117476,3347
1,96,0.117979,3229
1,97,0.118482,3118
1,98,0.118984,3112
1,99,0.119487,3044
1,100,0.119990,2907
2,1,0.049989,48
2,2,0.050696,1046
2,3,0.051403,9866
2,4,0.052110,31164
2,5,0.052817,70443
2,6,0.053524,85289
2,7,0.054232,53028
2,8,0.054939,97761
2,9,0.055646,249398
2,10,0.056353,407503
2,11,0.057060,637551
2,12,0.057767,810355
2,13,0.058474,1075692
2,14,0.059181,1396483
2,15,0.059889,1551382
2,16,0.060596,1564730
2,17,0.061303,2134068
2,18,0.062010,3114393
2,19,0.062717,3979494
2,20,0.063424,3909381
2,21,0.064131,3626241
2,22,0.064838,3411207
2,23,0.065546,2812260
2,24,0.066253,2197459
2,25,0.066960,1707936
2,26,0.067667,1194723
2,27,0.068374,886826
2,28,0.069081,665802
2,29,0.069788,513518
2,30,0.070495,404207
2,31,0.071203,324965
2,32,0.071910,262890
2,33,0.072617,212183
2,34,0.073324,177790
2,35,0.074031,142990
2,36,0.074738,120950
2,37,0.075445,103028
2,38,0.076152,88960
2,39,0.076860,77775
2,40,0.077567,68914
2,41,0.078274,61696
2,42,0.078981,56874
2,43,0.079688,50355
2,44,0.080395,46252
2,45,0.081102,42602
2,46,0.081809,39952
2,47,0.082517,37207
2,48,0.083224,34737
2,49,0.083931,32500
2,50,0.084638,31253
2,51,0.085345,30090
2,52,0.086052,27957
2,53,0.086759,26025
2,54,0.087467,24726
2,55,0.088174,23083
2,56,0.088881,21544
2,57,0.089588,20216
2,58,0.090295,18522
2,59,0.091002,17404
2,60,0.091709,15280
2,61,0.092416,14171
2,62,0.093124,12765
2,63,0.093831,11483
2,64,0.094538,10505
2,65,0.095245,9681
2,66,0.095952,8947
2,67,0.096659,8464
2,68,0.097366,7783
2,69,0.098073,7045
2,70,0.098781,6773
2,71,0.099488,6387
2,72,0.100195,5892
2,73,0.100902,5572
2,74,0.101609,5291
2,75,0.102316,4880
2,76,0.103023,4773
2,77,0.103730,4474
2,78,0.104438,4379
2,79,0.105145,4201
2,80,0.105852,3996
2,81,0.106559,3690
2,82,0.107266,3711
2,83,0.107973,3460
2,84,0.108680,3634
2,85,0.109387,3340
2,86,0.110095,3279
2,87,0.110802,3155
2,88,0.111509,3202
2,89,0.112216,3082
2,90,0.112923,3035
2,91,0.113630,2860
2,92,0.114337,2977
2,93,0.115044,2757
2,94,0.115752,2806
2,95,0.116459,2834
2,96,0.117166,2713
2,97,0.117873,2683
2,98,0.118580,2618
2,99,0.119287,2623
2,100,0.119994,2453
3,1,0.020545,12
3,2,0.021449,179
3,3,0.022352,2421
3,4,0.023255,22475
3,5,0.024159,77309
3,6,0.025062,62807
3,7,0.025966,104339
3,8,0.026869,103962
3,9,0.027772,677766
3,10,0.028676,1014206
3,11,0.029579,1197741
3,12,0.030483,1538284
3,13,0.031386,1147200
3,14,0.032289,906384
3,15,0.033193,667391
3,16,0.034096,506419
3,17,0.035000,314600
3,18,0.035903,236401
3,19,0.036806,306089
3,20,0.037710,489560
3,21,0.038613,719016
3,22,0.039517,990601
3,23,0.040420,1313531
3,24,0.041324,1856117
3,25,0.042227,2452539
3,26,0.043130,2820998
3,27,0.044034,3048775
3,28,0.044937,2952502
3,29,0.045841,2660757
3,30,0.046744,2233346
3,31,0.047647,1895373
3,32,0.048551,1549935
3,33,0.049454,1259528
3,34,0.050358,1009659
3,35,0.051261,845805
3,36,0.052164,689209
3,37,0.053068,552054
3,38,0.053971,431542
3,39,0.054875,349861
3,40,0.055778,277336
3,41,0.056681,217116
3,42,0.057585,179643
3,43,0.058488,147277
3,44,0.059392,122228
3,45,0.060295,101687
3,46,0.061198,89180
3,47,0.062102,77825
3,48,0.063005,68497
3,49,0.063909,60344
3,50,0.064812,56082
3,51,0.065715,50668
3,52,0.066619,45227
3,53,0.067522,42278
3,54,0.068426,38903
3,55,0.069329,36538
3,56,0.070232,32992
3,57,0.071136,31028
3,58,0.072039,28927
3,59,0.072943,26840
3,60,0.073846,24509
3,61,0.074749,23106
3,62,0.075653,21429
3,63,0.076556,19106
3,64,0.077460,17824
3,65,0.078363,16582
3,66,0.079266,15020
3,67,0.080170,13299
3,68,0.081073,12648
3,69,0.081977,11584
3,70,0.082880,10691
3,71,0.083783,9700
3,72,0.084687,9175
3,73,0.085590,8632
3,74,0.086494,7893
3,75,0.087397,7330
3,76,0.088300,6811
3,77,0.089204,6594
3,78,0.090107,6040
3,79,0.091011,5725
3,80,0.091914,5456
3,81,0.092817,5365
3,82,0.093721,4933
3,83,0.094624,4729
3,84,0.095528,4600
3,85,0.096431,4244
3,86,0.097334,4061
3,87,0.098238,3993
3,88,0.099141,3876
3,89,0.100045,3612
3,90,0.100948,3654
3,91,0.101851,3403
3,92,0.102755,3412
3,93,0.103658,3189
3,94,0.104562,3257
3,95,0.105465,3083
3,96,0.106368,2994
3,97,0.107272,2931
3,98,0.108175,2985
3,99,0.109079,2938
3,100,0.109982,2840
4,1,-0.095700,6094771
4,2,-0.091401,73720
4,3,-0.087101,78981
4,4,-0.082801,81940
4,5,-0.078501,85465
4,6,-0.074202,87797
4,7,-0.069902,86900
4,8,-0.065602,86468
4,9,-0.061302,83962
4,10,-0.057003,79844
4,11,-0.052703,57487
4,12,-0.048403,70221
4,13,-0.044103,64322
4,14,-0.039804,61553
4,15,-0.035504,58242
4,16,-0.031204,56939
4,17,-0.026904,55667
4,18,-0.022605,55941
4,19,-0.018305,58059
4,20,-0.014005,61237
4,21,-0.009706,63658
4,22,-0.005406,65937
4,23,-0.001106,67022
4,24,0.003194,69304
4,25,0.007493,69359
4,26,0.011793,67589
4,27,0.016093,65471
4,28,0.020393,63026
4,29,0.024692,61312
4,30,0.028992,59098
4,31,0.033292,56815
4,32,0.037592,55748
4,33,0.041891,41907
4,34,0.046191,56259
4,35,0.050491,57107
4,36,0.054791,58210
4,37,0.059090,59332
4,38,0.063390,61030
4,39,0.067690,62710
4,40,0.071990,63975
4,41,0.076289,64834
4,42,0.080589,65897
4,43,0.084889,66710
4,44,0.089188,68317
4,45,0.093488,69435
4,46,0.097788,70824
4,47,0.102088,72464
4,48,0.106387,74294
4,49,0.110687,76623
4,50,0.114987,78878
4,51,0.119287,81353
4,52,0.123586,84040
4,53,0.127886,87289
4,54,0.132186,90669
4,55,0.136486,93995
4,56,0.140785,72830
4,57,0.145085,99912
4,58,0.149385,104422
4,59,0.153685,108151
4,60,0.157984,112080
4,61,0.162284,116530
4,62,0.166584,121309
4,63,0.170883,125023
4,64,0.175183,129710
4,65,0.179483,134526
4,66,0.183783,138807
4,67,0.188082,143462
4,68,0.192382,148363
4,69,0.196682,153263
4,70,0.200982,157505
4,71,0.205281,162241
4,72,0.209581,167740
4,73,0.213881,172796
4,74,0.218181,177045
4,75,0.222480,182196
4,76,0.226780,186795
4,77,0.231080,191719
4,78,0.235380,146146
4,79,0.239679,199207
4,80,0.243979,203321
4,81,0.248279,207419
4,82,0.252579,211382
4,83,0.256878,215583
4,84,0.261178,218622
4,85,0.265478,223032
4,86,0.269777,226174
4,87,0.274077,228440
4,88,0.278377,232365
4,89,0.282677,234836
4,90,0.286976,237239
4,91,0.291276,238940
4,92,0.295576,240830
4,93,0.299876,243378
4,94,0.304175,245078
4,95,0.308475,246792
4,96,0.312775,247062
4,97,0.317075,248599
4,98,0.321374,250284
4,99,0.325674,249717
4,100,0.329974,251037
5,1,0.023356,4
5,2,0.024795,12
5,3,0.026235,76
5,4,0.027674,361
5,5,0.029113,1738
5,6,0.030553,850287
5,7,0.031992,5268605
5,8,0.033432,1353819
5,9,0.034871,225025
5,10,0.036310,99504
5,11,0.037750,71207
5,12,0.039189,64395
5,13,0.040629,66386
5,14,0.042068,72858
5,15,0.043507,76378
5,16,0.044947,80138
5,17,0.046386,80859
5,18,0.047826,77816
5,19,0.049265,74546
5,20,0.050704,67924
5,21,0.052144,63512
5,22,0.053583,61108
5,23,0.055023,58244
5,24,0.056462,57812
5,25,0.057901,57720
5,26,0.059341,59002
5,27,0.060780,61872
5,28,0.062220,64051
5,29,0.063659,68556
5,30,0.065099,74430
5,31,0.066538,82703
5,32,0.067977,95848
5,33,0.069417,114901
5,34,0.070856,148434
5,35,0.072296,201427
5,36,0.073735,271411
5,37,0.075174,366264
5,38,0.076614,481061
5,39,0.078053,610650
5,40,0.079493,751566
5,41,0.080932,878425
5,42,0.082371,994053
5,43,0.083811,1100431
5,44,0.085250,1180573
5,45,0.086690,1257348
5,46,0.088129,1305900
5,47,0.089568,1337125
5,48,0.091008,1355011
5,49,0.092447,1344471
5,50,0.093887,1333721
5,51,0.095326,1297001
5,52,0.096765,1262699
5,53,0.098205,1225463
5,54,0.099644,1171397
5,55,0.101084,1112260
5,56,0.102523,1056274
5,57,0.103962,985690
5,58,0.105402,922524
5,59,0.106841,846064
5,60,0.108281,779802
5,61,0.109720,712972
