1,1,0.076971,1344595
1,5,0.078256,1670618
1,11,0.080183,1446196
1,15,0.081467,2297899
1,21,0.083394,3602326
1,26,0.085000,4139579
1,30,0.086285,3496560
1,35,0.087890,2950197
1,41,0.089817,3211780
1,45,0.091102,3116078
1,51,0.093029,2273401
1,55,0.094313,1634076
1,60,0.095919,1436039
1,65,0.097525,1034900
1,71,0.099451,752576
1,76,0.101057,649559
1,80,0.102342,529369
1,85,0.103947,415491
1,91,0.105874,294635
1,95,0.107159,249431
2,1,0.045632,1300580
2,9,0.048768,519580
2,17,0.051903,342311
2,25,0.055039,484609
2,34,0.058566,1485775
2,42,0.061701,4414272
2,51,0.065229,7307136
2,59,0.068364,5803805
2,67,0.071499,3888356
2,75,0.074635,3563961
2,84,0.078162,2787921
2,92,0.081297,1734988
3,1,0.031218,769812
3,7,0.034203,464868
3,13,0.037188,659182
3,19,0.040174,1316153
3,26,0.043656,2847916
3,32,0.046642,4352904
3,38,0.049627,4582081
3,44,0.052612,3538363
3,50,0.055597,3456602
3,57,0.059080,3112355
3,63,0.062065,2210493
3,69,0.065050,1588575
3,75,0.068036,1410885
3,82,0.071518,1328647
3,88,0.074504,1010055
3,94,0.077489,651947
4,1,-0.073646,1198568
4,12,-0.035650,1345585
4,23,0.002345,1493179
4,34,0.040341,1447442
4,45,0.078337,1374701
4,56,0.116333,1413536
4,67,0.154328,1557543
4,78,0.192324,1599709
4,89,0.230320,1481777
5,1,-0.082222,523156
5,4,-0.074097,584273
5,7,-0.065972,603675
5,10,-0.057847,631994
5,14,-0.047014,711758
5,17,-0.038889,806596
5,20,-0.030764,844353
5,24,-0.019931,858062
5,27,-0.011806,903583
5,30,-0.003681,953178
5,34,0.007153,928152
5,37,0.015278,909474
5,40,0.023403,929744
5,44,0.034236,1011448
5,47,0.042361,1072025
5,50,0.050486,1060685
5,54,0.061319,1069812
5,57,0.069444,1097526
5,61,0.080278,1065740
5,64,0.088403,999520
5,67,0.096528,912847
5,70,0.104653,920504
5,74,0.115486,932330
5,77,0.123611,895537
5,80,0.131736,816184
5,84,0.142569,785400
5,87,0.150694,730823
5,90,0.158819,658758
5,94,0.169653,626720
5,97,0.177778,611033
6,1,107.767271,247314
6,3,108.587090,298140
6,5,109.406910,355487
6,8,110.636639,460980
6,10,111.456459,441313
6,12,112.276279,370290
6,15,113.506008,364995
6,17,114.325828,352836
6,20,115.555557,352355
6,22,116.375377,297534
6,24,117.195197,278278
6,27,118.424926,324283
6,29,119.244746,468475
6,31,120.064565,715723
6,34,121.294295,933002
6,36,122.114114,1043145
6,39,123.343844,1243795
6,41,124.163663,1515704
6,43,124.983483,1769974
6,46,126.213213,1973996
6,48,127.033032,1990622
6,51,128.262762,1707965
6,53,129.082581,2238039
6,55,129.902401,2283577
6,58,131.132130,2133503
6,60,131.951950,1949709
6,62,132.771770,1718893
6,65,134.001499,1652406
6,67,134.821319,1235895
6,70,136.051048,966259
6,72,136.870868,952135
6,74,137.690688,926498
6,77,138.920417,745373
6,79,139.740237,596080
6,81,140.560056,496162
6,84,141.789786,453710
6,86,142.609605,407938
6,89,143.839335,330388
6,91,144.659155,252154
6,93,145.478974,210116
6,96,146.708704,189820
6,98,147.528523,169724
7,1,-0.085967,244733
7,5,-0.077347,142066
7,10,-0.066571,116489
7,14,-0.057951,118606
7,19,-0.047176,147756
7,23,-0.038555,257339
7,28,-0.027780,500926
7,32,-0.019159,813090
7,37,-0.008384,1357280
7,41,0.000237,2001975
7,46,0.011012,1962632
7,51,0.021788,1900412
7,55,0.030408,2234394
7,60,0.041184,2575919
7,64,0.049804,2785766
7,69,0.060580,2256112
7,73,0.069200,2148760
7,78,0.079976,2092626
7,82,0.088596,1730113
7,87,0.099371,1303364
7,91,0.107992,1075222
7,96,0.118767,1021470
