0.01,1e-08,0.10666666666666667
0.01,1e-06,0.11873333333333333
0.01,0.0001,0.11873333333333333
0.01,0.01,0.13226666666666667
0.01,0.1,0.15633333333333332
0.01,1,0.17826666666666666
0.01,100,0.24173333333333333
1,1e-08,0.10666666666666667
1,1e-06,0.11873333333333333
1,0.0001,0.11873333333333333
1,0.01,0.16506666666666667
1,0.1,0.25033333333333335
1,1,0.3008
1,100,0.35433333333333333
10,1e-08,0.10666666666666667
10,1e-06,0.11873333333333333
10,0.0001,0.1548
10,0.01,0.25333333333333335
10,0.1,0.2984
10,1,0.3197333333333333
10,100,0.3791333333333333
1000,1e-08,0.10666666666666667
1000,1e-06,0.15473333333333333
1000,0.0001,0.2528
1000,0.01,0.3014
1000,0.1,0.31253333333333333
1000,1,0.3358
1000,100,0.44226666666666664
100000,1e-08,0.14
100000,1e-06,0.2542
100000,0.0001,0.3016
100000,0.01,0.31353333333333333

100,10,0.5470666666666667
100,50,0.59
100,100,0.6213333333333333
100,200,0.6629333333333334
100,500,0.687
100,1000,0.6871333333333334
500,10,0.5592
500,50,0.612
500,100,0.6521333333333333
500,200,0.687
500,500,0.6898
500,1000,0.6881333333333334
